 unit--timestamp[ms];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
1088;-31;23;974;488;-793;-305;
1092;-34;23;974;854;-793;-366;
1096;-34;23;974;854;-793;-366;
1100;-34;23;974;854;-793;-366;
1104;-34;23;974;854;-793;-366;
1108;-34;23;974;854;-793;-366;
1112;-34;23;974;854;-793;-366;
1116;-31;26;975;915;-793;-427;
1120;-31;26;975;915;-793;-427;
1124;-31;26;975;915;-793;-427;
1128;-28;25;976;793;-671;-366;
1132;-28;25;976;793;-671;-366;
1136;-32;26;979;793;-610;-427;
1140;-32;26;979;793;-610;-427;
1144;-32;23;978;488;-671;-366;
1148;-30;23;973;732;-732;-488;
1152;-30;23;973;732;-732;-488;
1156;-30;23;973;732;-732;-488;
1160;-30;23;973;732;-732;-488;
1164;-30;23;973;732;-732;-488;
1168;-32;23;974;1037;-732;-427;
1172;-32;23;974;1037;-732;-427;
1176;-30;25;976;1220;-854;-305;
1180;-30;25;976;1220;-854;-305;
1184;-30;25;976;1220;-854;-305;
1188;-32;26;980;1220;-793;-305;
1192;-32;26;980;1220;-793;-305;
1196;-32;27;977;1098;-793;-366;
1200;-32;27;977;1098;-793;-366;
1204;-30;27;975;793;-732;-366;
1208;-30;27;975;793;-732;-366;
1212;-30;27;975;793;-732;-366;
1216;-30;25;975;488;-610;-427;
1220;-30;25;975;488;-610;-427;
1224;-30;25;975;488;-610;-427;
1228;-32;25;977;610;-732;-427;
1232;-32;25;977;610;-732;-427;
1236;-31;25;977;549;-854;-427;
1240;-31;25;977;549;-854;-427;
1244;-31;25;977;549;-854;-427;
1248;-31;24;975;671;-915;-366;
1252;-31;24;975;671;-915;-366;
1256;-31;25;974;793;-915;-366;
1260;-31;25;974;793;-915;-366;
1264;-30;25;974;1037;-915;-366;
1268;-30;25;974;1037;-915;-366;
1272;-30;25;974;1037;-915;-366;
1276;-30;24;976;1159;-854;-366;
1280;-30;24;976;1159;-854;-366;
1284;-30;24;976;1159;-854;-366;
1288;-31;25;974;1098;-854;-427;
1292;-31;25;974;1098;-854;-427;
1296;-31;25;977;976;-793;-488;
1300;-31;25;977;976;-793;-488;
1304;-31;25;977;976;-793;-488;
1308;-33;27;979;793;-732;-366;
1312;-33;27;979;793;-732;-366;
1316;-31;23;976;549;-732;-305;
1320;-31;23;976;549;-732;-305;
1324;-30;24;973;488;-793;-366;
1328;-30;24;973;488;-793;-366;
1332;-30;24;973;488;-793;-366;
1336;-31;24;974;549;-793;-305;
1340;-31;24;974;549;-793;-305;
1344;-31;24;974;549;-793;-305;
1348;-31;25;975;610;-854;-305;
1352;-31;25;975;610;-854;-305;
1356;-31;26;977;732;-915;-366;
1360;-31;26;977;732;-915;-366;
1364;-31;26;977;732;-915;-366;
1368;-32;24;974;671;-854;-366;
1372;-32;24;974;671;-854;-366;
1376;-31;23;975;793;-854;-305;
1380;-31;23;975;793;-854;-305;
1384;-31;25;978;915;-854;-305;
1388;-31;25;978;915;-854;-305;
1392;-31;25;978;915;-854;-305;
1396;-29;23;975;854;-854;-305;
1400;-29;23;975;854;-854;-305;
1404;-29;23;975;854;-854;-305;
1408;-32;25;974;732;-671;-366;
1412;-32;25;974;732;-671;-366;
1416;-32;24;971;732;-671;-366;
1420;-32;24;971;732;-671;-366;
1424;-32;24;971;732;-671;-366;
1428;-31;24;974;915;-549;-305;
1432;-31;24;974;915;-549;-305;
1436;-31;23;975;1037;-549;-305;
1440;-31;23;975;1037;-549;-305;
1444;-30;24;977;1037;-671;-366;
1448;-30;24;977;1037;-671;-366;
1452;-30;24;977;1037;-671;-366;
1456;-31;25;975;976;-671;-366;
1460;-31;25;975;976;-671;-366;
1464;-31;25;975;976;-671;-366;
1468;-29;24;973;1037;-732;-366;
1472;-29;24;973;1037;-732;-366;
1476;-34;24;977;1098;-793;-366;
1480;-34;24;977;1098;-793;-366;
1484;-34;24;977;1098;-793;-366;
1488;-31;26;975;1098;-732;-305;
1492;-31;26;975;1098;-732;-305;
1496;-32;25;975;976;-732;-305;
1500;-32;25;975;976;-732;-305;
1504;-33;25;972;915;-793;-305;
1508;-33;25;972;915;-793;-305;
1512;-33;25;972;915;-793;-305;
1516;-31;25;973;976;-793;-366;
1520;-31;25;973;976;-793;-366;
1524;-31;25;973;976;-793;-366;
1528;-29;26;975;1037;-915;-366;
1532;-29;26;975;1037;-915;-366;
1536;-32;25;977;1098;-793;-366;
1540;-32;25;977;1098;-793;-366;
1544;-32;25;977;1098;-793;-366;
1548;-32;23;973;854;-671;-305;
1552;-32;23;973;854;-671;-305;
1556;-31;26;976;671;-793;-366;
1560;-31;26;976;671;-793;-366;
1564;-32;26;975;488;-671;-366;
1568;-30;23;975;610;-732;-305;
1572;-31;24;974;976;-793;-305;
1576;-31;24;974;976;-793;-305;
1580;-31;24;974;976;-793;-305;
1584;-31;24;974;976;-793;-305;
1588;-31;24;974;976;-793;-305;
1592;-31;24;974;976;-793;-305;
1596;-30;25;976;1342;-915;-366;
1600;-30;25;976;1342;-915;-366;
1604;-30;25;976;1342;-915;-366;
1608;-30;25;976;1342;-854;-366;
1612;-30;25;976;1342;-854;-366;
1616;-32;26;974;1403;-915;-305;
1620;-32;26;974;1403;-915;-305;
1624;-28;25;975;1403;-976;-366;
1628;-30;24;975;1281;-793;-305;
1632;-30;24;975;1281;-793;-305;
1636;-30;24;975;1281;-793;-305;
1640;-30;24;975;1281;-793;-305;
1644;-30;24;975;1281;-793;-305;
1648;-30;28;976;671;-732;-366;
1652;-30;28;976;671;-732;-366;
1656;-32;25;975;366;-610;-366;
1660;-32;25;975;366;-610;-366;
1664;-32;25;975;366;-610;-366;
1668;-33;22;974;549;-732;-305;
1672;-33;22;974;549;-732;-305;
1676;-31;25;975;793;-854;-366;
1680;-31;25;975;793;-854;-366;
1684;-31;24;978;915;-915;-366;
1688;-31;24;978;915;-915;-366;
1692;-31;24;978;915;-915;-366;
1696;-30;24;974;1098;-915;-305;
1700;-30;24;974;1098;-915;-305;
1704;-30;24;974;1098;-915;-305;
1708;-30;25;976;1220;-1037;-305;
1712;-30;25;976;1220;-1037;-305;
1716;-31;26;975;1281;-976;-305;
1720;-31;26;975;1281;-976;-305;
1724;-31;26;975;1281;-976;-305;
1728;-32;26;973;1403;-1037;-366;
1732;-32;26;973;1403;-1037;-366;
1736;-30;27;977;1464;-1037;-244;
1740;-30;27;977;1464;-1037;-244;
1744;-29;27;976;1037;-793;-366;
1748;-29;27;976;1037;-793;-366;
1752;-29;27;976;1037;-793;-366;
1756;-30;26;974;793;-671;-427;
1760;-30;26;974;793;-671;-427;
1764;-30;26;974;793;-671;-427;
1768;-31;24;978;671;-793;-366;
1772;-31;24;978;671;-793;-366;
1776;-31;26;977;610;-732;-427;
1780;-31;26;977;610;-732;-427;
1784;-31;26;977;610;-732;-427;
1788;-32;24;973;732;-671;-366;
1792;-32;24;973;732;-671;-366;
1796;-31;25;977;732;-854;-427;
1800;-31;25;977;732;-854;-427;
1804;-31;24;976;793;-793;-305;
1808;-31;24;976;793;-793;-305;
1812;-31;24;976;793;-793;-305;
1816;-29;25;974;915;-915;-366;
1820;-29;25;974;915;-915;-366;
1824;-29;25;974;915;-915;-366;
1828;-32;27;972;976;-1159;-427;
1832;-32;27;972;976;-1159;-427;
1836;-32;25;974;915;-1220;-366;
1840;-32;25;974;915;-1220;-366;
1844;-32;25;974;915;-1220;-366;
1848;-30;26;978;854;-1037;-427;
1852;-30;26;978;854;-1037;-427;
1856;-30;26;977;793;-1037;-488;
1860;-30;26;977;793;-1037;-488;
1864;-32;25;975;793;-976;-427;
1868;-32;25;975;793;-976;-427;
1872;-32;25;975;793;-976;-427;
1876;-32;26;975;793;-976;-305;
1880;-32;26;975;793;-976;-305;
1884;-32;26;975;793;-976;-305;
1888;-31;25;976;915;-854;-366;
1892;-31;25;976;915;-854;-366;
1896;-31;24;976;1037;-854;-366;
1900;-31;24;976;1037;-854;-366;
1904;-31;24;976;1037;-854;-366;
1908;-32;25;976;976;-793;-427;
1912;-32;25;976;976;-793;-427;
1916;-28;26;975;915;-854;-366;
1920;-28;26;975;915;-854;-366;
1924;-29;26;974;854;-854;-427;
